,Region,Source,RA,Dec,dist,Disk,starmass,logMacc_PPVII,mmflux,submmflux,DiskMass,acc
679,Taurus,J04221675+2654570,04:22:16.759,=+26:54:57.080,158.28,II,0.385,-105.6,,,,2.511886431509613e-106
680,Taurus,IRAS 04196+2638,04:22:47.869,=+26:45:53.050,155.16,II,0.452,-105.8,,,3469.0,1.5848931924611237e-106
681,Taurus,J04230607+2801194,04:23:06.070,=+28:01:19.500,129.56,II,0.061,-105.3,,0.15,242.0,5.011872336272755e-106
682,Taurus,IRAS 04200+2759,04:23:07.770,=+28:05:57.340,131.61,II,0.454,-106.2,,,1791.0,6.309573444801891e-107
683,Taurus,J04231822+2641156,04:23:18.230,=+26:41:15.600,141.0,II,,,,,,
684,Taurus,FU Tau A,04:23:35.386,=+25:03:03.050,127.63,II,0.1099,-105.1,,,,7.943282347242919e-106
685,Taurus,FU Tau B,04:23:35.738,=+25:02:59.633,133.78,II,0.105,-105.0,,,,1e-105
686,Taurus,FT Tau,04:23:39.193,=+24:56:14.110,130.19,II,0.298,-105.5,0.048,,4299.0,3.1622776601683795e-106
687,Taurus,J04242090+2630511,04:24:20.900,=+26:30:51.200,128.42,II,0.045,-105.5,,,,3.1622776601683795e-106
688,Taurus,J04242646+2649503,04:24:26.462,=+26:49:50.360,157.87,II,0.067,-105.3,,,,5.011872336272755e-106
689,Taurus,IRAS 04216+2603,04:24:44.578,=+26:10:14.110,159.22,II,0.306,-105.6,,,1418.0,2.511886431509613e-106
690,Taurus,IP Tau,04:24:57.080,=+27:11:56.500,129.38,II,0.508,-8.193,0.048,,687.0,6.412095765851622e-09
691,Taurus,KPNO 3,04:26:29.392,=+26:24:13.790,157.35,II,0.058,-105.3,,0.15,406.0,5.011872336272755e-106
692,Taurus,FV Tau A,04:26:53.529,=+26:06:54.370,141.0,II,,,0.15,0.53,342.0,
693,Taurus,FV Tau B,04:26:53.529,=+26:06:54.370,141.0,II,,,0.15,0.53,328.0,
694,Taurus,FV Tau/c A,04:26:54.410,=+26:06:51.000,141.0,II,0.583,-105.9,0.12,0.31,42.0,1.2589254117941507e-106
695,Taurus,FV Tau/c B,04:26:54.410,=+26:06:51.000,141.0,II,0.2625,-105.4,0.12,0.31,22.0,3.9810717055349206e-106
696,Taurus,KPNO 13,04:26:57.326,=+26:06:28.410,130.5,II,0.1624,-105.3,,,,5.011872336272755e-106
697,Taurus,DF Tau AB,04:27:02.794,=+25:42:22.396,141.0,II,,,,,180.0,
698,Taurus,DG Tau,04:27:04.698,=+26:06:16.310,141.0,II,0.71,-6.839,,,19063.0,1.4487718535447603e-07
699,Taurus,J04284263+2714039 A,04:28:42.635,=+27:14:03.910,128.69,II,,,,,,
700,Taurus,J04284263+2714039 B,04:28:42.635,=+27:14:03.910,128.69,II,,,,,,
701,Taurus,J04290068+2755033,04:29:00.681,=+27:55:03.400,134.42,II,,,,,,
702,Taurus,IRAS 04260+2642,04:29:04.990,=+26:49:07.300,141.0,II,,,,,6645.999999999999,
703,Taurus,IRAS 04263+2654,04:29:21.653,=+27:01:25.950,141.0,II,,,,0.15,,
704,Taurus,XEST 13-010,04:29:36.066,=+24:35:55.650,131.09,II,0.278,-105.5,,,738.0,3.1622776601683795e-106
705,Taurus,DH Tau A,04:29:41.558,=+26:32:58.270,133.45,II,0.328,-105.6,0.044,,1343.0,2.511886431509613e-106
706,Taurus,DH Tau B,04:29:41.659,=+26:32:56.508,141.0,II,0.328,-105.5,,,,3.1622776601683795e-106
707,Taurus,IQ Tau,04:29:51.563,=+26:06:44.900,141.0,II,0.422,-105.6,0.078,,3551.0,2.511886431509613e-106
708,Taurus,J04295950+2433078,04:29:59.508,=+24:33:07.850,131.77,II,0.155,-105.3,,,142.0,5.011872336272755e-106
709,Taurus,UX Tau A,04:30:03.991,=+18:13:49.388,142.23,II,1.5,-106.15,,,4516.0,7.079457843841287e-107
710,Taurus,KPNO 6,04:30:07.244,=+26:08:20.790,122.72,II,0.032,-10.88,,,,1.3182567385564048e-11
711,Taurus,FX Tau A,04:30:29.614,=+24:26:45.050,141.0,II,0.43,-105.52,,,434.0,3.019951720402044e-106
712,Taurus,FX Tau B,04:30:29.614,=+24:26:45.050,141.0,II,0.43,-105.52,,,,3.019951720402044e-106
713,Taurus,DK Tau A,04:30:44.251,=+26:01:24.470,141.0,II,0.5224,-7.225,0.044,0.4,1666.0,5.95662143529011e-08
714,Taurus,DK Tau B,04:30:44.410,=+26:01:23.800,141.0,II,0.4225,-105.3,0.14,0.4,160.0,5.011872336272755e-106
715,Taurus,ZZ Tau AB,04:30:51.378,=+24:42:22.270,141.0,II,0.2325,-105.3,,,33.0,5.011872336272755e-106
716,Taurus,ZZ Tau IRS,04:30:51.714,=+24:41:47.510,141.0,II,0.121,-105.5,,,5860.0,3.1622776601683795e-106
717,Taurus,KPNO 7,04:30:57.187,=+25:56:39.480,127.84,II,0.028,-105.3,,,,5.011872336272755e-106
718,Taurus,JH 56,04:31:14.440,=+27:10:17.990,127.01,II,0.611,-106.0,,,,1e-106
719,Taurus,XZ Tau A,04:31:40.072,=+18:13:57.180,141.0,II,0.272,-105.7,,,404.0,1.9952623149688666e-106
720,Taurus,XZ Tau B,04:31:40.072,=+18:13:57.180,141.0,II,0.4,-105.9,,,493.0,1.2589254117941507e-106
721,Taurus,HK Tau A,04:31:50.550,=+24:24:18.600,131.15,II,0.4,-105.7,0.048,0.4,1611.0,1.9952623149688666e-106
722,Taurus,HK Tau B,04:31:50.580,=+24:24:16.400,141.0,II,0.454,-105.7,0.15,0.4,886.0,1.9952623149688666e-106
723,Taurus,V710 Tau A,04:31:57.797,=+18:21:35.060,146.54,II,0.254,-105.4,0.042,0.49,3349.0,3.9810717055349206e-106
724,Taurus,LkHalpha 267,04:31:59.000,=+18:21:42.000,141.0,II,,,,,,
725,Taurus,Haro 6-13,04:32:15.410,=+24:28:59.750,141.0,II,0.73,-105.94,0.052000000000000005,,7593.000000000001,1.1481536214968888e-106
726,Taurus,MHO 5,04:32:16.067,=+18:12:46.450,148.51,II,0.1,-10.47,,,,3.38844156139202e-11
727,Taurus,MHO 6,04:32:22.109,=+18:27:42.640,145.62,II,0.116,-9.252,,0.15,809.0,5.597576014951093e-10
728,Taurus,J04322415+2251083,04:32:24.155,=+22:51:08.400,160.04,II,0.149,-105.4,,,,3.9810717055349206e-106
729,Taurus,GG Tau Aa,04:32:30.310,=+17:31:41.000,141.0,II,,,,,388.0,
730,Taurus,GG Tau Ba,04:32:30.250,=+17:31:30.900,145.48,II,0.1075,-105.2,,,,6.309573444801891e-106
731,Taurus,GG Tau Bb,04:32:30.310,=+17:31:29.900,145.48,II,0.1174,-105.3,,,,5.011872336272755e-106
732,Taurus,FY Tau,04:32:30.580,=+24:19:57.280,129.52,II,0.526,-105.7,,,654.0,1.9952623149688666e-106
733,Taurus,FZ Tau,04:32:31.764,=+24:20:03.000,129.25,II,0.514,-105.7,,,534.0,1.9952623149688666e-106
734,Taurus,UZ Tau Wa,04:32:42.780,=+25:52:31.600,141.0,II,,,,,897.0000000000001,
735,Taurus,UZ Tau Wb,04:32:42.780,=+25:52:31.600,141.0,II,,,,,1717.0000000000002,
736,Taurus,UZ Tau Eab,04:32:43.036,=+25:52:31.130,141.0,II,,,0.049,,7173.0,
737,Taurus,JH 112 Aa,04:32:49.113,=+22:53:02.800,162.55,II,0.84,-106.06,,,276.0,8.709635899560761e-107
738,Taurus,JH 112 Ba,04:32:49.380,=+22:53:08.220,141.0,II,0.2075,-105.4,,,102.0,3.9810717055349206e-106
739,Taurus,J04324938+2253082,04:32:49.380,=+22:53:08.220,141.0,II,0.2125,-105.4,,,,3.9810717055349206e-106
740,Taurus,GH Tau A,04:33:06.224,=+24:09:33.990,141.0,II,0.343,-105.7,,,216.0,1.9952623149688666e-106
741,Taurus,GH Tau B,04:33:06.224,=+24:09:33.990,141.0,II,0.374,-105.7,,,161.0,1.9952623149688666e-106
742,Taurus,V807 Tau A,04:33:06.629,=+24:09:55.000,141.0,II,0.65,-105.4,,,493.0,3.9810717055349206e-106
743,Taurus,J04330945+2246487,04:33:09.457,=+22:46:48.700,176.34,II,0.086,-105.1,,,,7.943282347242919e-106
744,Taurus,IRAS 04301+2608,04:33:14.359,=+26:14:23.500,172.78,II,,,,,561.0,
745,Taurus,IRAS 04303+2240,04:33:19.070,=+22:46:34.230,141.0,II,0.557,-105.7,,,,1.9952623149688666e-106
746,Taurus,J04333278+1800436,04:33:32.790,=+18:00:43.650,146.16,II,0.52,-106.0,,,664.0,1e-106
747,Taurus,GI Tau,04:33:34.057,=+24:21:17.040,129.44,II,0.4970000000000001,-7.855,0.05,,838.0000000000001,1.3963683610559363e-08
748,Taurus,GK Tau,04:33:34.560,=+24:21:05.850,129.14,II,0.58,-8.31,0.051,,243.00000000000003,4.897788193684457e-09
749,Taurus,IS Tau A,04:33:36.786,=+26:09:49.220,141.0,II,0.35700000000000004,-105.6,,,64.0,2.511886431509613e-106
750,Taurus,IS Tau B,04:33:36.786,=+26:09:49.220,141.0,II,0.583,-105.8,,,57.99999999999999,1.5848931924611237e-106
751,Taurus,DL Tau,04:33:39.062,=+25:20:38.230,159.94,II,0.66,-7.19,0.049,,12340.0,6.456542290346549e-08
752,Taurus,J04333905+2227207,04:33:39.055,=+22:27:20.790,141.0,II,,,,,1717.0000000000002,
753,Taurus,HN Tau A,04:33:39.352,=+17:51:52.370,141.0,II,0.84,-7.97,0.04,,681.0,1.071519305237607e-08
754,Taurus,HN Tau B,04:33:39.223,=+17:51:49.860,153.19,II,0.1899,-105.2,,,36.0,6.309573444801891e-106
755,Taurus,J04334171+1750402,04:33:41.718,=+17:50:40.230,144.86,II,0.195,-105.6,,,356.0,2.511886431509613e-106
756,Taurus,J04334465+2615005,04:33:44.652,=+26:15:00.530,161.81,II,0.1775,-105.3,,0.15,1354.0,5.011872336272755e-106
757,Taurus,DM Tau,04:33:48.718,=+18:10:09.990,144.05,II,0.29100000000000004,-7.992000000000001,,,5242.0,1.0185913880541149e-08
758,Taurus,CI Tau,04:33:52.005,=+22:50:30.180,160.32,II,0.65,-105.81,0.05,,10342.0,1.5488166189124732e-106
759,Taurus,IT Tau A,04:33:54.701,=+26:13:27.520,160.4,II,0.8025,-105.7,0.21,0.44,509.0,1.9952623149688666e-106
760,Taurus,IT Tau B,04:33:54.590,=+26:13:25.600,170.53,II,,,0.21,0.44,343.0,
761,Taurus,AA Tau,04:34:55.424,=+24:28:53.160,141.0,II,0.486,-7.635,,,3600.0,2.31739464996848e-08
762,Taurus,HO Tau,04:35:20.204,=+22:32:14.600,164.48,II,0.275,-105.7,0.046,,1355.0,1.9952623149688666e-106
763,Taurus,DN Tau,04:35:27.375,=+24:14:58.930,128.6,II,0.526,-8.185,0.051,,4141.0,6.531305526474716e-09
764,Taurus,CoKu Tau/3 A,04:35:40.938,=+24:11:08.760,127.01,II,0.48,-105.6,0.27,0.44,84.0,2.511886431509613e-106
765,Taurus,CoKu Tau/3 B,04:35:40.938,=+24:11:08.760,127.01,II,,,0.27,0.44,264.0,
766,Taurus,HQ Tau,04:35:47.336,=+22:50:21.700,141.0,II,1.27,-106.07,0.046,,220.00000000000003,8.511380382023898e-107
767,Taurus,HP Tau,04:35:52.777,=+22:54:23.110,141.0,II,0.84,-106.15,0.051,,2732.0,7.079457843841287e-107
768,Taurus,Haro 6-28 A,04:35:56.841,=+22:54:36.020,141.0,II,0.29100000000000004,-105.7,,,282.0,1.9952623149688666e-106
769,Taurus,Haro 6-28 B,04:35:56.841,=+22:54:36.020,141.0,II,0.29100000000000004,-105.7,,,43.0,1.9952623149688666e-106
770,Taurus,J04362151+2351165,04:36:21.520,=+23:51:16.600,114.5,II,0.078,-105.7,,,54.0,1.9952623149688666e-106
771,Taurus,ITG 1,04:37:56.700,=+25:46:22.900,141.0,II,,,,,,
772,Taurus,J04381486+2611399,04:38:14.861,=+26:11:39.940,140.26,II,0.045,-105.7,,0.15,128.0,1.9952623149688666e-106
773,Taurus,GM Tau,04:38:21.340,=+26:09:13.740,139.37,II,0.112,-8.545,,0.15,,2.8510182675039096e-09
774,Taurus,DO Tau,04:38:28.582,=+26:10:49.440,141.0,II,0.532,-7.572,0.058,,6854.000000000001,2.6791683248190316e-08
775,Taurus,HV Tau C,04:38:35.480,=+26:10:41.500,141.0,II,,,,,1279.0,
776,Taurus,J04385859+2336351,04:38:58.600,=+23:36:35.200,126.65,II,0.153,-105.7,,0.15,598.0,1.9952623149688666e-106
777,Taurus,J04390163+2336029,04:39:01.630,=+23:36:03.000,126.76,II,0.125,-9.706,,0.15,,1.967886289706847e-10
778,Taurus,J04390396+2544264,04:39:03.960,=+25:44:26.420,140.97,II,0.057,-10.99,,0.15,163.0,1.0232929922807536e-11
779,Taurus,VY Tau A,04:39:17.412,=+22:47:53.400,141.0,II,0.413,-105.8,,,105.0,1.5848931924611237e-106
780,Taurus,VY Tau B,04:39:17.412,=+22:47:53.400,141.0,II,0.361,-105.8,,,,1.5848931924611237e-106
781,Taurus,LkCa 15,04:39:17.796,=+22:21:03.480,157.19,II,0.7,-7.94,,,8867.0,1.1481536214968817e-08
782,Taurus,GN Tau A,04:39:20.910,=+25:45:02.110,141.0,II,0.326,-105.6,,,26.0,2.511886431509613e-106
783,Taurus,GN Tau B,04:39:20.910,=+25:45:02.110,141.0,II,0.335,-105.7,,,33.0,1.9952623149688666e-106
784,Taurus,J04393364+2359212,04:39:33.640,=+23:59:21.200,127.11,II,0.114,-105.4,,0.15,,3.9810717055349206e-106
785,Taurus,ITG 15,04:39:44.883,=+26:01:52.790,139.68,II,0.18,-105.2,,0.15,,6.309573444801891e-106
786,Taurus,CFHT 4,04:39:47.484,=+26:01:40.780,140.41,II,0.1,-105.2,,,111.0,6.309573444801891e-106
787,Taurus,J04400067+2358211,04:40:00.680,=+23:58:21.200,126.35,II,0.057,-105.3,,0.15,,5.011872336272755e-106
788,Taurus,IRAS 04370+2559,04:40:08.002,=+26:05:25.380,137.36,II,,,,,2756.0,
789,Taurus,J04403979+2519061 AB,04:40:39.792,=+25:19:06.120,141.0,II,,,,,,
790,Taurus,JH 223 A,04:40:49.508,=+25:51:19.180,141.51,II,0.306,-105.7,,,96.0,1.9952623149688666e-106
791,Taurus,JH 223 B,04:40:49.508,=+25:51:19.180,141.51,II,0.306,-105.7,,,43.0,1.9952623149688666e-106
792,Taurus,ITG 33A,04:41:08.262,=+25:56:07.480,146.99,II,0.33,-106.0,,,250.0,1e-106
793,Taurus,ITG 34,04:41:10.785,=+25:55:11.650,151.63,II,0.091,-105.4,,,45.0,3.9810717055349206e-106
794,Taurus,CoKu Tau/4 AB,04:41:16.808,=+28:40:00.070,141.0,II,,,,,184.0,
795,Taurus,ITG 40,04:41:24.640,=+25:43:53.000,141.0,II,,,,,55.00000000000001,
796,Taurus,IRAS 04385+2550,04:41:38.823,=+25:56:26.750,141.0,II,0.638,-106.2,,,1412.0,6.309573444801891e-107
797,Taurus,J04414489+2301513,04:41:44.898,=+23:01:51.390,122.22,II,0.025,-105.3,,,,5.011872336272755e-106
798,Taurus,J04414825+2534304,04:41:48.250,=+25:34:30.500,136.98,II,0.032,-10.35,,0.15,117.0,4.4668359215096346e-11
799,Taurus,V955 Tau A,04:42:07.774,=+25:23:11.800,141.0,II,0.44,-105.69,,,122.0,2.04173794466954e-106
800,Taurus,V955 Tau B,04:42:07.774,=+25:23:11.800,141.0,II,0.54,-105.83,,,48.0,1.4791083881682132e-106
801,Taurus,CIDA 7,04:42:21.017,=+25:20:34.380,140.68,II,0.147,-105.3,,,786.0,5.011872336272755e-106
802,Taurus,DP Tau A,04:42:37.698,=+25:15:37.460,141.0,II,0.57,-106.3,,,116.0,5.011872336272756e-107
803,Taurus,DP Tau B,04:42:37.698,=+25:15:37.460,141.0,II,0.563,-106.3,,,83.0,5.011872336272756e-107
804,Taurus,GO Tau,04:43:03.095,=+25:20:18.750,142.38,II,0.345,-105.8,0.049,,3137.0,1.5848931924611237e-106
805,Taurus,CIDA 14,04:43:20.234,=+29:40:06.050,166.12,II,0.1525,-10.62,,,,2.3988329190194948e-11
806,Taurus,IRAS 04414+2506,04:44:27.132,=+25:12:16.410,143.15,II,0.08,-105.2,,,284.0,6.309573444801891e-106
807,Taurus,IRAS 04429+1550,04:45:51.343,=+15:55:36.730,141.0,II,0.326,-105.7,,,2825.0,1.9952623149688666e-106
808,Taurus,DQ Tau AB,04:46:53.063,=+17:00:00.100,195.38,II,,,0.045,,7472.0,
809,Taurus,Haro 6-37 A,04:46:58.967,=+17:02:37.850,141.0,II,0.59,-105.7,,,116.0,1.9952623149688666e-106
810,Taurus,Haro 6-37 B,04:46:58.967,=+17:02:37.850,141.0,II,0.5099,-105.6,,,,2.511886431509613e-106
811,Taurus,Haro 6-37 C,04:46:59.078,=+17:02:39.670,195.43,II,0.725,-105.4,,,4155.0,3.9810717055349206e-106
812,Taurus,DR Tau,04:47:06.209,=+16:58:42.810,141.0,II,0.6,-6.71,0.051,,7044.0,1.9498445997580455e-07
813,Taurus,DS Tau,04:47:48.591,=+29:25:11.460,158.35,II,0.4970000000000001,-7.305,0.05,,1576.0,4.9545019080479056e-08
814,Taurus,UY Aur A,04:51:47.375,=+30:47:13.460,141.0,II,0.56,-7.26,0.048,0.37,1105.0,5.495408738576248e-08
815,Taurus,UY Aur B,04:51:47.375,=+30:47:13.460,141.0,II,0.56,-105.78,0.2,0.37,436.00000000000006,1.6595869074375563e-106
816,Taurus,St 34 AB,04:54:23.683,=+17:09:53.470,143.62,II,,,,,,
817,Taurus,St 34 C,04:54:23.628,=+17:09:43.500,141.0,II,,,,,,
818,Taurus,GM Aur,04:55:10.983,=+30:21:59.540,141.0,II,0.69,-7.97,,,9592.0,1.071519305237607e-08
819,Taurus,J04554535+3019389,04:55:45.350,=+30:19:38.920,157.2,II,0.139,-105.4,,,,3.9810717055349206e-106
820,Taurus,AB Aur,04:55:45.845,=+30:33:04.287,155.94,II,3.13,-106.32,,,6411.0,4.786300923226459e-107
821,Taurus,J04554801+3028050,04:55:48.010,=+30:28:05.000,160.22,II,0.086,-10.25,,,,5.6234132519034906e-11
822,Taurus,J04554969+3019400,04:55:49.696,=+30:19:40.040,163.13,II,0.059,-105.2,,,,6.309573444801891e-106
823,Taurus,XEST 26-062,04:55:56.055,=+30:36:20.960,141.0,II,,,,0.15,504.0,
824,Taurus,SU Aur,04:55:59.385,=+30:34:01.519,156.99,II,2.82,-8.13,,,1828.0,7.413102413009162e-09
825,Taurus,XEST 26-071,04:56:01.182,=+30:26:34.830,141.0,II,0.254,-105.9,,,,1.2589254117941507e-106
826,Taurus,MWC 480,04:58:46.265,=+29:50:36.975,156.22,II,3.58,-106.28,0.069,,18465.0,5.248074602497712e-107
827,Taurus,V836 Tau,05:03:06.595,=+25:23:19.710,167.0,II,0.475,-9.143,0.049,,2068.0,7.194489780036984e-10
828,Taurus,CIDA 8,05:04:41.399,=+25:09:54.400,169.0,II,0.21600000000000005,-105.5,,,621.0,3.1622776601683795e-106
829,Taurus,CIDA 9 A,05:05:22.861,=+25:31:31.230,141.0,II,0.485,-106.5,0.05,,2055.0,3.162277660168379e-107
830,Taurus,CIDA 9 B,05:05:22.861,=+25:31:31.230,141.0,II,0.133,-105.8,,,,1.5848931924611237e-106
831,Taurus,CIDA 11,05:06:23.327,=+24:32:19.950,141.0,II,,,,,,
832,Taurus,CIDA 11 B,05:06:23.327,=+24:32:19.950,141.0,REMOVE,,,,,,
833,Taurus,RW Aur A,05:07:49.566,=+30:24:05.177,141.0,II,1.48,-7.07,0.051,,1972.0,8.511380382023759e-08
834,Taurus,RW Aur B,05:07:49.470,=+30:24:04.810,156.1,II,0.7549,-105.7,,,303.0,1.9952623149688666e-106
835,Taurus,CIDA 12,05:07:54.966,=+25:00:15.610,169.95,II,0.227,-105.6,,0.15,91.0,2.511886431509613e-106
836,Taurus,J04263055+2443558,04:26:30.558,=+24:43:55.836,123.31,II,,,,,,
837,Taurus,V710 Tau B,04:31:57.792,=+18:21:37.948,145.95,II,0.405,-105.8,,,,1.5848931924611237e-106
838,Taurus,V807 Tau Bab,04:33:06.630,=+24:09:55.044,141.0,II,0.35700000000000004,-105.5,,,,3.1622776601683795e-106
839,Taurus,J04361030+2159364,04:36:10.304,=+21:59:36.476,115.91,II,,,,,,
840,Taurus,JH 112 Ab,04:32:49.117,=+22:53:02.847,162.55,II,,,,,228.0,
841,Taurus,JH 112 Bb,04:32:49.380,=+22:53:08.220,141.0,II,,,,,127.0,
842,Taurus,GG Tau Ab,04:32:30.310,=+17:31:41.000,141.0,II,,,,,,
843,CrA,CrA-1,18:56:39.760,-37:07:20.800,150.06,II,,,0.1,,,
844,CrA,CrA-3,18:59:43.920,-37:04:01.100,156.0,F,,,,,,
845,CrA,CrA-4,18:59:50.950,-37:06:31.600,157.28,II,0.036000000000000004,-105.1,0.14,,,7.943282347242919e-106
846,CrA,CrA-6,19:00:29.070,-36:56:03.800,156.0,II,0.1975,-105.4,0.08,,,3.9810717055349206e-106
847,CrA,CrA-8,19:00:45.310,-37:11:48.200,162.78,II,0.045,-105.2,0.16,,154.0,6.309573444801891e-106
848,CrA,CrA-9,19:00:58.050,-36:45:05.000,156.36,II,0.464,-105.8,0.33,,350.0,1.5848931924611237e-106
849,CrA,CrA-10,19:00:59.750,-36:47:11.200,151.78,II,0.113,-105.7,0.22,,42.0,1.9952623149688666e-106
850,CrA,CrA-12,19:01:16.290,-36:56:28.300,153.42,II,0.058,-105.3,0.1,,91.0,5.011872336272755e-106
851,CrA,CrA-13,19:01:18.950,-36:58:28.400,151.34,II,0.376,-105.8,0.21,,179.0,1.5848931924611237e-106
852,CrA,CrA-15,19:01:32.310,-36:58:03.000,156.0,II,0.212,-105.6,0.08,,,2.511886431509613e-106
853,CrA,CrA-16,19:01:33.850,-36:57:44.900,156.0,II,0.312,-105.6,1.0,,1399.0,2.511886431509613e-106
854,CrA,CrA-18,19:01:40.410,-36:51:42.300,180.0,II,0.403,-105.6,0.35,,491.0,2.511886431509613e-106
855,CrA,CrA-21,19:01:51.120,-36:54:12.400,156.0,II,0.41,-106.0,0.08,,,1e-106
856,CrA,CrA-22,19:01:51.860,-37:10:44.700,155.49,II,0.097,-105.3,0.12,,,5.011872336272755e-106
857,CrA,CrA-23,19:01:53.750,-37:00:33.900,159.26,II,0.029,-105.3,0.12,,25.0,5.011872336272755e-106
858,CrA,CrA-26,19:02:06.800,-36:58:41.000,219.03,II,0.029,-104.9,0.11,,,1.2589254117941508e-105
859,CrA,CrA-28,19:02:12.000,-37:03:09.400,155.96,II,0.075,-105.5,0.09,,,3.1622776601683795e-106
860,CrA,CrA-29,19:02:14.630,-37:00:32.900,156.0,II,,,0.11,,,
861,CrA,CrA-30,19:02:27.070,-36:58:13.100,156.0,II,0.47,-105.62,0.09,,35.0,2.3988329190194654e-106
862,CrA,CrA-31,19:02:33.070,-36:58:21.200,156.0,II,0.221,-105.5,0.19,,194.0,3.1622776601683795e-106
863,CrA,CrA-33,19:03:01.030,-37:07:53.400,156.0,F,,,,,,
864,CrA,CrA-35,19:03:11.840,-37:09:02.100,156.0,II,0.11,-105.4,0.11,,,3.9810717055349206e-106
865,CrA,CrA-36,19:03:24.290,-37:15:07.700,156.0,II,0.1,-105.2,0.82,,886.9999999999999,6.309573444801891e-106
866,CrA,CrA-40,19:01:25.750,-36:59:19.100,156.0,II,0.145,-105.3,0.11,,,5.011872336272755e-106
867,CrA,CrA-41,19:01:41.620,-36:59:52.700,155.38,II,0.385,-105.6,0.21,,191.0,2.511886431509613e-106
868,CrA,CrA-42,19:01:50.480,-36:56:38.400,156.0,II,,,0.34,,335.0,
869,CrA,CrA-45 E,19:03:16.090,-37:14:08.200,156.0,II,,,1.92,,2051.0,
870,CrA,CrA-46,18:55:56.320,-37:00:07.100,156.0,F,,,,,,
871,CrA,CrA-47,18:56:40.280,-36:55:20.800,146.85,II,0.036000000000000004,-105.4,0.09,,,3.9810717055349206e-106
872,CrA,CrA-48,18:57:07.860,-36:54:04.400,152.03,II,0.05,-105.5,0.12,,,3.1622776601683795e-106
873,CrA,CrA-52,19:00:01.580,-36:37:06.200,154.08,II,0.532,-106.1,0.16,,131.0,7.94328234724292e-107
874,CrA,CrA-53,19:01:11.490,-36:45:33.800,153.11,II,0.054000000000000006,-105.3,0.1,,,5.011872336272755e-106
875,CrA,CrA-54,19:01:39.150,-36:53:29.400,156.27,II,0.725,-105.5,0.09,,33.0,3.1622776601683795e-106
876,CrA,CrA-55,19:01:55.230,-37:23:41.000,156.0,II,0.71,-106.02,0.1,,56.00000000000001,9.549925860214447e-107
877,CrA,CrA-56,19:02:16.660,-36:45:49.400,154.92,II,0.146,-105.5,0.1,,,3.1622776601683795e-106
878,CrA,CrA-57,19:03:25.480,-36:55:05.300,157.59,II,0.091,-105.4,0.1,,,3.9810717055349206e-106
879,CrA,S CrA N,19:01:08.620,-36:57:20.300,156.0,II,,,10.4,,9648.0,
880,CrA,T CrA,19:01:58.780,-36:57:49.900,156.0,II,2.23,-106.25,0.28,,343.0,5.62341325190349e-107
881,CrA,TY CrA,19:01:40.810,-36:52:33.800,156.0,II,3.99,-106.33,0.13,,63.0,4.6773514128720006e-107
882,CrA,IRS 10,19:02:04.090,-36:57:01.200,156.0,II,,,0.08,,,
883,CrA,Halpha 15,19:04:17.250,-36:59:03.200,156.0,II,0.21,-105.3,0.08,,47.0,5.011872336272755e-106
884,CrA,ISO-CrA 177,19:02:54.640,-36:46:19.200,156.0,II,0.116,-105.9,0.11,,36.0,1.2589254117941507e-106
885,CrA,Haas 4,19:01:40.670,-36:56:04.900,156.0,F,,,,,,
886,CrA,Haas 17,19:01:51.740,-36:55:14.200,156.0,II,,,0.11,,,
887,CrA,LS-RCrA 1,19:01:33.560,-37:00:30.300,154.79,F,,,,,,
888,CrA,G09 CrA-9,19:01:58.320,-37:01:06.000,156.0,II,,,0.09,,,
889,CrA,S CrA S,19:01:08.620,-36:57:20.300,156.0,,,,10.4,,8907.0,
890,CrA,CrA-45 W,19:03:16.090,-37:14:08.200,156.0,,,,1.92,,437.0,
