,id,struct_filepath,formula,anon_formula,anions,heteroanion,sg_sym,sg_num,n_elems,mm_dist,tm1,tm2,idx1,idx2,oxi1,oxi2,ref_dist,delta,normed_dist,d_state1,d_state2,n1,n2,ionic_r_1,ionic_r_2,mn1,mn2,max_con,ce1,ce2,cn1,cn2,csm1,csm2,gii,gii_1991,pred_d1
1314,162806,LiFe5O8_162806.cif,LiFe5O8,AB5C8,O,False,P4_332,212.0,3,2.9910403092023468,Fe,Fe,8,7,3.0,3.0,2.46654077,0.5244995392023473,1.2126458015945738,6,6,3,3,0.785,0.785,61,61,0.0,O:6,O:6,6.0,6.0,0.2334573356227453,0.2334573356227453,0.06023707612656527,0.06023707612656527,3
1315,162843,ZnO_162843.cif,ZnO,AB,O,False,P6_3mc,186.0,2,3.2085158569656467,Zn,Zn,1,0,2.0,2.0,2.6267307799999995,0.5817850769656472,1.2214863743918392,10,10,3,3,0.88,0.88,76,76,0.0,T:4,T:4,4.0,4.0,0.01641107451789772,0.01641107451789772,0.043479701167914775,0.043479701167914775,8
1316,162908,CaTiO3_162908.cif,CaTiO3,ABC3,O,False,Pnma,62.0,3,3.8134,Ti,Ti,6,4,4.0,4.0,2.6424484102004184,1.1709515897995817,1.4431312964444099,2,2,3,3,0.745,0.745,51,51,0.0,O:6,O:6,6.0,6.0,0.00844955218578574,0.00844955218578574,0.11743795023229014,0.11743795023229014,-2
1317,16295,SrIrO3_16295.cif,SrIrO3,ABC3,O,False,C2/c,15.0,3,2.751599563532501,Ir,Ir,19,18,4.0,4.0,2.74055337,0.01104619353250058,1.0040306434654476,7,7,5,5,0.765,0.765,66,66,0.01837424225765627,S:5,S:5,5.0,5.0,1.1587693330818591,1.1587693330818591,1.3335956671014868,,3
1318,16296,P2Pd3S8_16296.cif,P2Pd3S8,A2B3C8,"S,P",True,P-3m1,164.0,3,3.418,Pd,Pd,4,3,2.0,2.0,2.79543074,0.6225692600000001,1.2227095993084771,10,10,4,4,1.0,1.0,69,69,0.4426230502695461,S:4,S:4,4.0,4.0,0.0009744936350085004,0.0009744936350085004,0.3017240229361416,,8
1319,16297,Ti4O7_16297.cif,Ti4O7,A4B7,O,False,P-1,2.0,2,2.810948274582158,Ti,Ti,14,7,4.0,3.0,2.6424484102004184,0.1684998643817397,1.0637665672984546,2,2,3,3,0.745,0.81,51,51,0.04519248802960396,O:6,O:6,6.0,6.0,0.8689424239676751,0.8689424239676751,0.2198068800749456,0.2227359955859813,-2
1320,16298,Cr(AgO2)2_16298.cif,Cr(AgO2)2,AB2C4,O,False,Pnma,62.0,3,3.1998135472416656,Ag,Cr,8,1,1.0,6.0,2.7048490613918044,0.4949644858498616,1.1829915365388903,10,5,4,3,1.29,0.58,71,57,0.14018380113559115,DDPN:8,DDPN:8,8.0,8.0,3.463747738168105,3.463747738168105,0.1639306982336818,0.12228257125910424,9
1321,16299,NdVO4_16299.cif,NdVO4,ABC4,O,False,I4_1/amd,141.0,3,4.002139360392139,V,V,5,4,5.0,5.0,2.59228655,1.4098528103921393,1.5438645702158733,3,3,3,3,0.68,0.68,54,54,0.0,T:4,T:4,4.0,4.0,0.6581771070525172,0.6581771070525172,0.09807365673834922,0.15376159317006866,-2
1322,16300,ErVO4_16300.cif,ErVO4,ABC4,O,False,I4_1/amd,141.0,3,3.8797533127925803,V,V,5,4,5.0,5.0,2.59228655,1.2874667627925802,1.4966529501889287,3,3,3,3,0.68,0.68,54,54,0.0,T:4,T:4,4.0,4.0,0.5692913443341605,0.5692913443341605,0.04229796055305226,0.12299843345460212,-2
1323,16303,LiVS2_16303.cif,LiVS2,ABC2,S,False,P-3m1,164.0,3,3.3803,V,V,1,1,3.0,3.0,2.59228655,0.7880134500000002,1.3039839287828732,3,3,3,3,0.78,0.78,54,54,0.06845554926490571,O:6,O:6,6.0,6.0,0.044149079626223664,0.044149079626223664,0.1118238670505758,,0
1324,16304,NbSe2_16304.cif,NbSe2,AB2,Se,False,P6_3/mmc,194.0,2,3.4446,Nb,Nb,0,0,4.0,4.0,2.8756541493715564,0.5689458506284435,1.1978491922447558,4,4,4,4,0.82,0.82,53,53,0.3168618348394414,T:6,T:6,6.0,6.0,0.027011107468293983,0.027011107468293983,0.5499521112242837,,0
1325,16307,BaFe2S3_16307.cif,BaFe2S3,AB2C3,S,False,Cmcm,63.0,3,2.6430000000000002,Fe,Fe,5,4,2.0,2.0,2.46654077,0.17645922999999986,1.0715411770793477,6,6,3,3,0.92,0.92,61,61,1.0334462410817125,T:4,T:4,4.0,4.0,0.06343468047019532,0.06343468047019532,0.5106427769228656,,4
1326,16308,BaFe2Se3_16308.cif,BaFe2Se3,AB2C3,Se,False,Pnma,62.0,3,2.7202318,Fe,Fe,10,4,2.0,2.0,2.46654077,0.2536910300000001,1.1028529643967735,6,6,3,3,0.92,0.92,61,61,1.1739166787466269,T:4,T:4,4.0,4.0,0.21241723528286446,0.21241723528286446,0.5991331883160887,,4
1327,16309,Ba6Fe8S15_16309.cif,Ba6Fe8S15,A6B8C15,S,False,I4/m,87.0,3,2.799888,Fe,Fe,16,13,2.25,2.25,2.46654077,0.3333472300000002,1.1351476667462506,6,6,3,3,0.92,0.92,61,61,0.8256678230127648,T:4,T:4,4.0,4.0,0.4908646955447428,0.4908646955447428,,,3
1328,16310,Ba3Fe3Se7_16310.cif,Ba3Fe3Se7,A3B3C7,Se,False,Cm,8.0,3,2.8473717999999986,Fe,Fe,13,12,2.0,2.0,2.46654077,0.3808310299999986,1.1543988384996364,6,6,3,3,0.92,0.92,61,61,0.8400429525748034,T:4,T:4,4.0,4.0,0.08681596139145725,0.08681596139145725,0.31263577572301243,,4
1329,16316,Mo3Se4_16316.cif,Mo3Se4,A3B4,Se,False,P1,1.0,2,2.6839934383506776,Mo,Mo,1,0,2.0,2.0,2.74323773,-0.05924429164932255,0.9784035153054992,5,5,4,4,,,56,56,1.0082968650424196,S:5,S:5,5.0,5.0,0.5302451631761044,0.5302451631761044,1.240373251907246,,3
1330,163169,Sr4Fe4O11_163169.cif,Sr4Fe4O11,A4B4C11,O,False,Cmmm,65.0,3,3.8371896,Fe,Fe,13,12,4.0,4.0,2.46654077,1.3706488300000004,1.5556968069090544,6,6,3,3,0.725,0.725,61,61,0.4403209119022158,S:5,S:5,5.0,5.0,0.1984461954931194,0.1984461954931194,,,2
1331,163173,Sr3Fe2O7_163173.cif,Sr3Fe2O7,A2B3C7,O,False,I4/mmm,139.0,3,3.8676,Fe,Fe,6,6,4.0,4.0,2.46654077,1.40105923,1.5680259767204254,6,6,3,3,0.725,0.725,61,61,0.0,O:6,O:6,6.0,6.0,0.11815142799865158,0.11815142799865158,,,2
1332,163216,YMnO3_163216.cif,YMnO3,ABC3,O,False,P6_3cm,185.0,3,3.27625205134785,Mn,Y,7,1,3.0,3.0,2.852446744425497,0.4238053069223531,1.1485760629012938,5,1,3,4,0.785,1.04,60,25,0.0,T:5,T:5,5.0,5.0,0.21036486349443467,0.21036486349443467,0.2742209583956443,0.2708599458371369,2
1333,163221,ZnSeO3_163221.cif,ZnSeO3,ABC3,"O,Se",True,Pnma,62.0,3,3.8342,Zn,Zn,2,0,2.0,2.0,2.6267307799999995,1.2074692200000006,1.4596851832680016,10,10,3,3,0.88,0.88,76,76,0.0,O:6,O:6,6.0,6.0,1.0321047572086894,1.0321047572086894,0.21662870202042114,0.21662870202042114,8
1334,163226,LaFeO3_163226.cif,LaFeO3,ABC3,O,False,Pnma,62.0,3,3.872226262145956,Fe,Fe,5,4,3.0,3.0,2.46654077,1.4056854921459556,1.5699015841306996,6,6,3,3,0.785,0.785,61,61,0.0,C:12,C:12,12.0,12.0,2.106112292035375,2.106112292035375,2.141592952048061,3.1999109382858206,3
1335,163228,SrFeO3_163228.cif,SrFeO3,ABC3,O,False,Pm-3m,221.0,3,3.8560000000000003,Fe,Fe,1,1,4.0,4.0,2.46654077,1.38945923,1.5633230339833386,6,6,3,3,0.725,0.725,61,61,0.0,O:6,O:6,6.0,6.0,2.7532934569029044e-30,2.7532934569029044e-30,,,2
1336,163230,Ti(SnO2)2_163230.cif,Ti(SnO2)2,AB2C4,O,False,P4_2/mbc,135.0,3,2.9614999999999987,Ti,Ti,2,1,4.0,4.0,2.6424484102004184,0.3190515897995807,1.1207408964231709,2,2,3,3,0.745,0.745,51,51,0.0,O:6,O:6,6.0,6.0,0.5590478022409386,0.5590478022409386,0.048561949169071535,0.16720482256473826,-2
1337,16324,Te2AuCl_16324.cif,Te2AuCl,ABC2,"Cl,Te",True,Cmcm,63.0,3,4.02,Au,Au,8,8,0.0,0.0,2.94954643,1.0704535699999995,1.362921417039704,10,10,5,5,,,70,70,0.0,S:5,S:5,5.0,5.0,1.0728858163959314,1.0728858163959314,0.0,0.0,10
1338,163248,YbMnO3_163248.cif,YbMnO3,ABC3,O,False,P6_3cm,185.0,3,3.4407959065818976,Mn,Mn,7,6,3.0,3.0,2.170983827356161,1.2698120792257366,1.5849016760166852,5,5,3,3,0.785,0.785,60,60,0.017175853506590674,T:5,T:5,5.0,5.0,0.31797740181832634,0.31797740181832634,0.13961226826400147,0.1960801439378664,2
1339,163253,CrCuO2_163253.cif,CrCuO2,ABC2,O,False,R-3m,166.0,3,2.9759999999999995,Cr,Cr,1,1,3.0,3.0,2.46784594,0.5081540599999994,1.2059099604896728,5,5,3,3,0.755,0.755,57,57,0.0,O:6,O:6,6.0,6.0,0.7352243481335238,0.7352243481335238,0.0747256811250752,0.04676033359618412,2
1340,163257,PrMn7O12_163257.cif,PrMn7O12,AB7C12,O,False,R-3,148.0,3,3.1969883417699134,Mn,Mn,5,1,3.0,3.0,2.170983827356161,1.0260045144137528,1.4725988749825134,5,5,3,3,0.785,0.785,60,60,0.0,O:6,O:6,6.0,6.0,0.14248154185844922,0.14248154185844922,0.2255814963878003,0.2222068981089363,2
1341,163258,PrMn7O12_163258.cif,PrMn7O12,AB7C12,O,False,C2/m,12.0,3,3.206204694589532,Mn,Mn,8,3,3.0,3.0,2.170983827356161,1.0352208672333707,1.4768441174866191,5,5,3,3,0.785,0.785,60,60,0.0,O:6,O:6,6.0,6.0,0.0334206668416585,0.0334206668416585,0.12164005686804773,0.12110517052193627,2
1342,163259,PrMn7O12_163259.cif,PrMn7O12,AB7C12,O,False,C2/m,12.0,3,3.201963992542256,Mn,Mn,15,6,3.0,3.0,2.170983827356161,1.0309801651860946,1.4748907625173926,5,5,3,3,0.785,0.785,60,60,0.0,O:6,O:6,6.0,6.0,0.04517220388988502,0.04517220388988502,0.3056779016367576,0.3055629746101769,2
1343,163268,Al2ZnO4_163268.cif,Al2ZnO4,AB2C4,O,False,Fd-3m,227.0,3,3.5010808998793497,Zn,Zn,18,17,2.0,2.0,2.6267307799999995,0.8743501198793502,1.3328662863117442,10,10,3,3,0.88,0.88,76,76,0.1872275902654792,T:4,T:4,4.0,4.0,5.465652248144697e-29,5.465652248144697e-29,0.07625291780969518,0.07625291780969518,8
1344,1633,RbTaO3_1633.cif,RbTaO3,ABC3,O,False,C2/m,12.0,3,3.2370030000000005,Ta,Ta,9,8,5.0,5.0,2.8726963697613,0.3643066302387004,1.1268169633496532,3,3,5,5,0.78,0.78,52,52,0.0,O:6,O:6,6.0,6.0,1.1431203449616367,1.1431203449616367,0.15517694308883456,0.1515476920970782,-2
1345,163308,MoSBr_163308.cif,MoSBr,ABC,"S,Br",True,F-43m,216.0,3,2.7945878226257244,Mo,Mo,10,9,3.0,3.0,2.74323773,0.051350092625724215,1.0187187905970236,5,5,4,4,0.83,0.83,56,56,0.6586364915812766,O:6,O:6,6.0,6.0,0.5885477264470829,0.5885477264470829,0.17797617588810136,,2
1346,163341,FeO2_163341.cif,FeO2,AB2,O,False,Pnma,62.0,2,3.016,Fe,Fe,0,0,3.0,3.0,2.46654077,0.5494592300000001,1.2227651116425695,6,6,3,3,0.785,0.785,61,61,0.0,O:6,O:6,6.0,6.0,0.5260266442267714,0.5260266442267714,0.5049286024748739,0.5049286024748739,3
1347,163387,Bi2Ru2O7_163387.cif,Bi2Ru2O7,A2B2C7,O,False,Fd-3m,227.0,3,3.6389482726812696,Ru,Ru,17,16,4.0,4.0,2.665672086647254,0.9732761860340156,1.3651147456993304,7,7,4,4,0.76,0.76,62,62,0.0,O:6,O:6,6.0,6.0,0.4375303840544527,0.4375303840544527,0.13809474891198226,0.23790173314926485,3
1348,163397,Pr2Ru2O7_163397.cif,Pr2Ru2O7,A2B2C7,O,False,Fd-3m,227.0,3,3.667586097319324,Ru,Ru,30,22,4.0,4.0,2.665672086647254,1.0019140106720699,1.3758579367998058,7,7,4,4,0.76,0.76,62,62,0.0,O:6,O:6,6.0,6.0,0.8045865547650726,0.8045865547650726,0.4109932732281783,0.3935854532051984,3
1349,163472,YbAgO2_163472.cif,YbAgO2,ABC2,O,False,R-3m,166.0,3,3.3716999999999997,Ag,Ag,5,5,1.0,1.0,2.9418521827836077,0.4298478172163911,1.1461146891512628,10,10,4,4,1.29,1.29,71,71,1.0212625362675354,L:2,L:2,2.0,2.0,1.232595164407831e-30,1.232595164407831e-30,0.2642347340749436,0.2597323758122449,9
1350,163491,Na2Ti6O13_163491.cif,Na2Ti6O13,A2B6C13,O,False,C2/m,12.0,3,3.0449392383102913,Ti,Ti,14,10,4.0,4.0,2.6424484102004184,0.4024908281098725,1.1523173835887095,2,2,3,3,0.745,0.745,51,51,0.0,O:6,O:6,6.0,6.0,1.3664248064496365,1.3664248064496365,0.17908767788274432,0.1799766319556079,-2
1351,163494,V7O3_163494.cif,V7O3,A3B7,O,False,C2/m,12.0,2,2.737196871814674,V,V,11,8,0.857,0.857,2.59228655,0.14491032181467478,1.0559005800553471,3,3,3,3,,,54,54,1.1843516075021547,SS:9,SS:9,9.0,9.0,2.065112551632593,2.065112551632593,,,2
1352,163528,CaTiO3_163528.cif,CaTiO3,ABC3,O,False,Pnma,62.0,3,3.8202,Ti,Ti,6,4,4.0,4.0,2.6424484102004184,1.1777515897995814,1.4457046674036125,2,2,3,3,0.745,0.745,51,51,0.0,O:6,O:6,6.0,6.0,0.00930581100748342,0.00930581100748342,0.08773928641069398,0.08773928641069398,-2
1353,16354,CaFe3O5_16354.cif,CaFe3O5,AB3C5,O,False,Cmcm,63.0,3,3.0143383138208484,Fe,Fe,11,5,3.0,2.0,2.46654077,0.5477975438208489,1.222091420698815,6,6,3,3,0.785,0.92,61,61,0.027679987004694876,O:6,O:6,6.0,6.0,0.2768473638514193,0.2768473638514193,0.25913555381378023,0.25913555381378023,3
1354,163544,Ti3(BiO3)4_163544.cif,Ti3(BiO3)4,A3B4C12,O,False,Aea2,41.0,3,3.7924536721659017,Ti,Ti,11,5,4.0,4.0,2.6424484102004184,1.1500052619654832,1.4352044329517335,2,2,3,3,0.745,0.745,51,51,0.0,O:6,O:6,6.0,6.0,1.3841341583912294,1.3841341583912294,0.11880679441415952,0.15407438282845282,-2
1355,16355,Ca(Fe2O3)2_16355.cif,Ca(Fe2O3)2,AB4C6,O,False,Cmcm,63.0,3,3.0247931970250805,Fe,Fe,15,7,3.0,2.0,2.46654077,0.5582524270250806,1.2263301032016107,6,6,3,3,0.785,0.92,61,61,0.06984116684425158,O:6,O:6,6.0,6.0,0.40432080491430894,0.40432080491430894,0.32802035148545045,0.32802035148545045,3
1356,16356,CaFe5O7_16356.cif,CaFe5O7,AB5C7,O,False,Cmcm,63.0,3,2.9962957497863867,Fe,Fe,17,4,3.0,2.0,2.46654077,0.5297549797863867,1.2147764943639616,6,6,3,3,0.785,0.92,61,61,0.07162571741122603,O:6,O:6,6.0,6.0,0.4725157774566325,0.4725157774566325,0.2736810125683337,0.2736810125683337,3
1357,163662,CaTiO3_163662.cif,CaTiO3,ABC3,O,False,Pnma,62.0,3,3.82104,Ti,Ti,6,4,4.0,4.0,2.6424484102004184,1.1785915897995816,1.4460225544044552,2,2,3,3,0.745,0.745,51,51,0.0,O:6,O:6,6.0,6.0,0.00550494453784765,0.00550494453784765,0.08671185301407504,0.08671185301407504,-2
1358,16368,CeTaO4_16368.cif,CeTaO4,ABC4,O,False,P2_1/c,14.0,3,3.740672753993422,Ta,Ta,5,4,5.0,5.0,2.8726963697613,0.8679763842321218,1.302146928359242,3,3,5,5,0.78,0.78,52,52,0.0,O:6,O:6,6.0,6.0,0.9822817576747092,0.9822817576747092,0.16535545784001948,0.16535545784001948,-2
1359,163687,FeBiO3_163687.cif,FeBiO3,ABC3,O,False,R3c,161.0,3,3.965418610207221,Fe,Fe,5,0,3.0,3.0,2.46654077,1.4988778402072214,1.6076841941709406,6,6,3,3,0.785,0.785,61,61,0.0,O:6,O:6,6.0,6.0,0.4965275108860076,0.4965275108860076,0.07982774224158297,0.08182580543872574,3
1360,163688,FeBiO3_163688.cif,FeBiO3,ABC3,O,False,R3c,161.0,3,3.968319935959464,Fe,Fe,2,1,3.0,3.0,2.46654077,1.5017791659594644,1.608860467349771,6,6,3,3,0.785,0.785,61,61,0.0,O:6,O:6,6.0,6.0,0.4661496854769808,0.4661496854769808,0.039939662609221736,0.04017222332307942,3
1361,16369,CeNbO4_16369.cif,CeNbO4,ABC4,O,False,C2/c,15.0,3,3.4882563061869685,Nb,Nb,7,4,5.0,5.0,2.8756541493715564,0.6126021568154125,1.2130305401813672,4,4,4,4,0.78,0.78,53,53,0.0,T:4,T:4,4.0,4.0,1.4463563162056825,1.4463563162056825,0.17046325147620464,0.17046325147620464,-1
1362,16370,NdTaO4_16370.cif,NdTaO4,ABC4,O,False,C2/c,15.0,3,3.3804068322638328,Ta,Ta,7,4,5.0,5.0,2.8726963697613,0.5077104625025326,1.176736555887638,3,3,5,5,0.78,0.78,52,52,0.0,T:4,T:4,4.0,4.0,1.9778026477658983,1.9778026477658983,0.09905727529967276,0.14998610070348786,-2
1363,163716,Co2(SnSe)3_163716.cif,Co2(SnSe)3,A2B3C3,Se,False,R-3,148.0,3,4.1658565369802565,Co,Co,18,17,0.0,0.0,2.4802376346077395,1.6856189023725159,1.6796199198223618,7,7,3,3,,,64,64,0.0,O:6,O:6,6.0,6.0,0.3885146608524253,0.3885146608524253,0.0,0.0,7
1364,16372,Ba5Fe4S11_16372.cif,Ba5Fe4S11,A4B5C11,S,False,Pmn2_1,31.0,3,2.862048417941053,Fe,Fe,12,10,3.0,3.0,2.46654077,0.3955076479410535,1.160349122443678,6,6,3,3,0.785,0.785,61,61,0.6794886508711501,T:4,T:4,4.0,4.0,0.34715401021195097,0.34715401021195097,0.1435219979057799,,3
1365,163724,NdMnO3_163724.cif,NdMnO3,ABC3,O,False,Pnma,62.0,3,3.7935,Mn,Mn,6,4,3.0,3.0,2.170983827356161,1.6225161726438388,1.7473644677582651,5,5,3,3,0.785,0.785,60,60,0.0,O:6,O:6,6.0,6.0,0.2915300911367744,0.2915300911367744,0.13147775545111148,0.13814709483317833,2
1366,16377,NbCoO4_16377.cif,NbCoO4,ABC4,O,False,C2/m,12.0,3,3.1490348694687227,Co,Nb,5,2,3.0,5.0,2.677945891989648,0.471088977479075,1.1759143001687264,7,4,3,4,0.75,0.78,64,53,0.0,O:6,O:6,6.0,6.0,1.3112277830912358,1.3112277830912358,0.2787540799117138,0.2960126186421018,4
1367,16380,RbNbO3_16380.cif,RbNbO3,ABC3,O,False,P-1,2.0,3,3.2851422557863166,Nb,Nb,6,5,5.0,5.0,2.8756541493715564,0.4094881064147597,1.1423982458058277,4,4,4,4,0.78,0.78,53,53,0.0,O:6,O:6,6.0,6.0,1.2617209678940031,1.2617209678940031,0.10192687797340028,0.09917207349708693,-1
1368,16397,Cs3CoCl5_16397.cif,Cs3CoCl5,AB3C5,Cl,False,I4/mcm,140.0,3,6.527656250523613,Co,Co,14,12,2.0,2.0,2.4802376346077395,4.047418615915873,2.6318672692651037,7,7,3,3,0.885,0.885,64,64,0.0,T:4,T:4,4.0,4.0,0.04773056772938845,0.04773056772938845,0.12872885881577514,,5
1369,163982,CuAg3S2_163982.cif,CuAg3S2,AB2C3,S,False,I4_1/amd,141.0,3,2.9441108789745485,Ag,Cu,27,7,1.0,1.0,2.7512357759925545,0.19287510298199484,1.070104897829926,10,10,4,3,1.29,0.91,71,72,0.9587850093989624,T:4,T:4,4.0,4.0,3.0335886332183213,3.0335886332183213,0.16301735161249506,,9
1370,16402,Fe2(MoO4)3_16402.cif,Fe2(MoO4)3,A2B3C12,O,False,P2_1,4.0,3,3.4409398290726747,Mo,Fe,19,2,6.0,3.0,2.6048892500000003,0.8360505790726749,1.3209543665139218,5,6,4,3,0.73,0.785,56,61,0.0,T:4,T:4,4.0,4.0,0.2274277649459812,0.2274277649459812,0.2584386250593133,0.2584386250593133,-1
1371,16403,Ti(PS3)2_16403.cif,Ti(PS3)2,AB2C6,"S,P",True,Fdd2,43.0,3,6.308024596694278,Ti,Ti,2,1,4.0,4.0,2.6424484102004184,3.6655761864938574,2.3871893098627566,2,2,3,3,0.745,0.745,51,51,0.0,O:6,O:6,6.0,6.0,1.001991209562753,1.001991209562753,0.07610442825170906,,-2
1372,16404,La2CoO4_16404.cif,La2CoO4,AB2C4,O,False,Cmce,64.0,3,3.8813091863442164,Co,Co,10,9,2.0,2.0,2.4802376346077395,1.4010715517364765,1.5648940779652603,7,7,3,3,0.885,0.885,64,64,0.0,O:6,O:6,6.0,6.0,0.2074343836735482,0.2074343836735482,0.447730092956685,0.4819082838337599,5
1373,164083,LaFeO3_164083.cif,LaFeO3,ABC3,O,False,Pnma,62.0,3,3.92805,Fe,Fe,6,4,3.0,3.0,2.46654077,1.46150923,1.59253398434602,6,6,3,3,0.785,0.785,61,61,0.0,O:6,O:6,6.0,6.0,0.021692009902740058,0.021692009902740058,0.06420051670580319,0.08474047452961203,3
1374,164147,Y2Si2O7_164147.cif,Y2Si2O7,A2B2C7,O,False,P2_1/c,14.0,3,3.523655344040208,Y,Y,2,1,3.0,3.0,3.533909661494832,-0.010254317454624129,0.9970983079826984,1,1,4,4,1.04,1.04,25,25,0.0,DD:8,DD:8,8.0,8.0,4.644690186093316,4.644690186093316,0.04518877474437147,0.05077204878678333,-2
1375,164148,Y2Si2O7_164148.cif,Y2Si2O7,A2B2C7,O,False,P-1,2.0,3,3.4966331005112417,Y,Y,2,0,3.0,3.0,3.533909661494832,-0.03727656098359056,0.9894517504536824,1,1,4,4,1.04,1.04,25,25,0.0,TT_1:9,TT_1:9,9.0,9.0,3.5766074298250468,3.5766074298250468,0.17785482431414648,0.18137284887953495,-2
1376,164158,LiTiO2_164158.cif,LiTiO2,ABC2,O,False,I4_1/amd,141.0,3,2.956198783911528,Ti,Ti,5,4,3.0,3.0,2.6424484102004184,0.3137503737111098,1.118734720609858,2,2,3,3,0.81,0.81,51,51,0.0,O:6,O:6,6.0,6.0,0.23095851255769326,0.23095851255769326,0.18027451084482699,0.17251651120074535,-1
1377,16416,MnP4_16416.cif,MnP4,AB4,P,False,P-1,2.0,2,2.92134217026302,Mn,Mn,4,2,6.0,6.0,2.170983827356161,0.7503583429068588,1.345630553969004,5,5,3,3,0.395,0.395,60,60,0.401166258535226,O:6,O:6,6.0,6.0,0.5752694050615762,0.5752694050615762,,,-1
1378,164177,LaMn7O12_164177.cif,LaMn7O12,AB7C12,O,False,C2/m,12.0,3,3.2074848657430457,Mn,Mn,9,2,3.0,3.0,2.170983827356161,1.036501038386885,1.477433790766255,5,5,3,3,0.785,0.785,60,60,0.0,O:6,O:6,6.0,6.0,0.20243843796696334,0.20243843796696334,0.16131960742337978,0.14561681766215084,2
1379,164184,Mn7BiO12_164184.cif,Mn7BiO12,AB7C12,O,False,Cm,8.0,3,3.198465354467229,Mn,Mn,11,0,3.0,3.0,2.170983827356161,1.0274815271110675,1.4732792175436615,5,5,3,3,0.785,0.785,60,60,0.0,O:6,O:6,6.0,6.0,0.3176874760090089,0.3176874760090089,0.09901330980435467,0.12905770756309107,2
1380,164185,CaV2O4_164185.cif,CaV2O4,AB2C4,O,False,Pnma,62.0,3,3.009,V,V,4,4,3.0,3.0,2.59228655,0.41671345,1.1607513066022737,3,3,3,3,0.78,0.78,54,54,0.0,O:6,O:6,6.0,6.0,1.0078092367408218,1.0078092367408218,0.18691120195083105,0.18691120195083105,0
1381,164186,CaV2O4_164186.cif,CaV2O4,AB2C4,O,False,Pnma,62.0,3,3.0046,V,V,4,4,3.0,3.0,2.59228655,0.4123134500000001,1.1590539633822503,3,3,3,3,0.78,0.78,54,54,0.0,O:6,O:6,6.0,6.0,0.9989713447650596,0.9989713447650596,0.17395773147046992,0.17395773147046992,0
1382,164187,CaV2O4_164187.cif,CaV2O4,AB2C4,O,False,Pnma,62.0,3,3.0042,V,V,4,4,3.0,3.0,2.59228655,0.4119134500000001,1.158899659453157,3,3,3,3,0.78,0.78,54,54,0.0,O:6,O:6,6.0,6.0,1.2066064463233679,1.2066064463233679,0.1468924428359139,0.1468924428359139,0
1383,164188,CaV2O4_164188.cif,CaV2O4,AB2C4,O,False,Pnma,62.0,3,3.0067,V,V,4,4,3.0,3.0,2.59228655,0.4144134500000001,1.159864059009989,3,3,3,3,0.78,0.78,54,54,0.0,O:6,O:6,6.0,6.0,1.4805928661466952,1.4805928661466952,0.18452344054354256,0.18452344054354256,0
1384,164190,V2Cu2O7_164190.cif,V2Cu2O7,A2B2C7,O,False,C2/c,15.0,3,2.9536207998287467,Cu,Cu,6,5,2.0,2.0,2.5606193692015,0.3930014306272467,1.153479050949224,10,10,3,3,0.87,0.87,72,72,0.0,T:5,T:5,5.0,5.0,2.611399586205356,2.611399586205356,0.23924213370376435,0.2472781777273619,8
1385,164198,NbAgO3_164198.cif,NbAgO3,ABC3,O,False,Pbcm,57.0,3,3.3102896810749547,Ag,Nb,12,0,1.0,5.0,2.9087531660775823,0.4015365149973729,1.138044203846571,10,4,4,4,1.29,0.78,71,53,0.017771944761557634,C:12,C:12,12.0,12.0,1.437224630089878,1.437224630089878,0.07716574499798494,0.06098295637382895,9
1386,164209,ZnO_164209.cif,ZnO,AB,O,False,P6_3mc,186.0,2,3.211003136065893,Zn,Zn,1,0,2.0,2.0,2.6267307799999995,0.5842723560658936,1.2224332849466566,10,10,3,3,0.88,0.88,76,76,0.0,T:4,T:4,4.0,4.0,0.015578247002647469,0.015578247002647469,0.0521636772037718,0.0521636772037718,8
1387,164210,Al2ZnO4_164210.cif,Al2ZnO4,AB2C4,O,False,Fd-3m,227.0,3,3.5047182065752436,Zn,Zn,18,17,2.0,2.0,2.6267307799999995,0.8779874265752445,1.334251013944887,10,10,3,3,0.88,0.88,76,76,0.1208003703791789,T:4,T:4,4.0,4.0,8.926779445342377e-30,8.926779445342377e-30,0.5789205737759419,0.5789205737759419,8
1388,164259,LiTaO3_164259.cif,LiTaO3,ABC3,O,False,R3c,161.0,3,3.7593829802907814,Ta,Ta,10,9,5.0,5.0,2.8726963697613,0.8866866105294808,1.308660051881208,3,3,5,5,0.78,0.78,52,52,0.0,O:6,O:6,6.0,6.0,0.19967426508554748,0.19967426508554748,0.06891713518745725,0.06891713518745725,-2
1389,164260,LiNbO3_164260.cif,LiNbO3,ABC3,O,False,R3c,161.0,3,3.7650424083859186,Nb,Nb,10,9,5.0,5.0,2.8756541493715564,0.8893882590143627,1.3092820669024918,4,4,4,4,0.78,0.78,53,53,0.0,O:6,O:6,6.0,6.0,0.3073376666914941,0.3073376666914941,0.0039659351221231895,0.0039659351221231895,-1
1390,164289,PtO2_164289.cif,PtO2,AB2,O,False,P-3m1,164.0,2,3.113,Pt,Pt,0,0,4.0,4.0,2.81200171,0.3009982899999999,1.107040578577742,9,9,5,5,0.765,0.765,68,68,0.18668088343164516,O:6,O:6,6.0,6.0,0.3310846941428143,0.3310846941428143,1.3777606031468859,1.3777606031468859,5
