,x,y,z,Time,Temperature
867,544.9026996156903,148.4848484848485,-413.5617217803945,1.6,24963.75
868,544.9026996156903,148.4848484848485,-413.5617217803945,1.8,23287.159999999996
869,544.9026996156903,148.4848484848485,-413.5617217803945,2.0,22317.41
870,544.9026996156903,148.4848484848485,-413.5617217803945,2.2,22414.62
871,544.9026996156903,148.4848484848485,-413.5617217803945,2.4000000000000004,22150.46
872,544.9026996156903,148.4848484848485,-413.5617217803945,2.6000000000000005,21624.57
873,544.9026996156903,148.4848484848485,-413.5617217803945,2.8000000000000003,20380.93
874,544.9026996156903,148.4848484848485,-413.5617217803945,3.0000000000000004,19003.286666666667
875,544.9026996156903,148.4848484848485,-413.5617217803945,3.2,18607.553333333333
876,544.9026996156903,148.4848484848485,-413.5617217803945,3.4000000000000004,17351.88
877,544.9026996156903,148.4848484848485,-413.5617217803945,3.6000000000000005,16026.26
878,544.9026996156903,148.4848484848485,-413.5617217803945,3.8000000000000003,14974.673333333334
879,544.9026996156903,148.4848484848485,-413.5617217803945,4.0,14388.766666666666
881,-122.959486456941,134.34343434343435,675.8940792306563,0.1,41529.4
882,-122.959486456941,134.34343434343435,675.8940792306563,0.2,37758.6
883,-122.959486456941,134.34343434343435,675.8940792306563,0.4,31958.82
884,-122.959486456941,134.34343434343435,675.8940792306563,0.6000000000000001,30548.29
885,-122.959486456941,134.34343434343435,675.8940792306563,0.8,28790.79
886,-122.959486456941,134.34343434343435,675.8940792306563,1.0,27751.84
887,-122.959486456941,134.34343434343435,675.8940792306563,1.2,27077.42
888,-122.959486456941,134.34343434343435,675.8940792306563,1.4000000000000001,25951.35
889,-122.959486456941,134.34343434343435,675.8940792306563,1.6,24963.75
890,-122.959486456941,134.34343434343435,675.8940792306563,1.8,23287.159999999996
891,-122.959486456941,134.34343434343435,675.8940792306563,2.0,22317.41
892,-122.959486456941,134.34343434343435,675.8940792306563,2.2,22414.62
893,-122.959486456941,134.34343434343435,675.8940792306563,2.4000000000000004,22150.46
894,-122.959486456941,134.34343434343435,675.8940792306563,2.6000000000000005,21624.57
895,-122.959486456941,134.34343434343435,675.8940792306563,2.8000000000000003,20380.93
896,-122.959486456941,134.34343434343435,675.8940792306563,3.0000000000000004,19003.286666666667
897,-122.959486456941,134.34343434343435,675.8940792306563,3.2,18607.553333333333
898,-122.959486456941,134.34343434343435,675.8940792306563,3.4000000000000004,17351.88
899,-122.959486456941,134.34343434343435,675.8940792306563,3.6000000000000005,16026.26
900,-122.959486456941,134.34343434343435,675.8940792306563,3.8000000000000003,14974.673333333334
901,-122.959486456941,134.34343434343435,675.8940792306563,4.0,14388.766666666666
903,-367.28609750846095,120.2020202020202,-583.6543471236708,0.1,41529.4
904,-367.28609750846095,120.2020202020202,-583.6543471236708,0.2,37758.6
905,-367.28609750846095,120.2020202020202,-583.6543471236708,0.4,31958.82
906,-367.28609750846095,120.2020202020202,-583.6543471236708,0.6000000000000001,30548.29
907,-367.28609750846095,120.2020202020202,-583.6543471236708,0.8,28790.79
908,-367.28609750846095,120.2020202020202,-583.6543471236708,1.0,27751.84
909,-367.28609750846095,120.2020202020202,-583.6543471236708,1.2,27077.42
910,-367.28609750846095,120.2020202020202,-583.6543471236708,1.4000000000000001,25951.35
911,-367.28609750846095,120.2020202020202,-583.6543471236708,1.6,24963.75
912,-367.28609750846095,120.2020202020202,-583.6543471236708,1.8,23287.159999999996
913,-367.28609750846095,120.2020202020202,-583.6543471236708,2.0,22317.41
914,-367.28609750846095,120.2020202020202,-583.6543471236708,2.2,22414.62
915,-367.28609750846095,120.2020202020202,-583.6543471236708,2.4000000000000004,22150.46
916,-367.28609750846095,120.2020202020202,-583.6543471236708,2.6000000000000005,21624.57
917,-367.28609750846095,120.2020202020202,-583.6543471236708,2.8000000000000003,20380.93
918,-367.28609750846095,120.2020202020202,-583.6543471236708,3.0000000000000004,19003.286666666667
